epoch,accuracy,loss,val_accuracy,val_loss
61,0.6547154784202576,0.929841935634613,0.6313736438751221,1.004510521888733
62,0.6558300852775574,0.9250820875167847,0.6313736438751221,1.0217469930648804
63,0.6558610200881958,0.9249667525291443,0.5951518416404724,1.1086812019348145
64,0.6566041111946106,0.9249282479286194,0.6366676092147827,0.9796305298805237
65,0.6566351056098938,0.9217862486839294,0.6113123297691345,1.06864595413208
66,0.6567898988723755,0.9227527379989624,0.6402897834777832,0.9753204584121704
67,0.654096245765686,0.9233790636062622,0.6333240270614624,0.9938297271728516
68,0.6589881777763367,0.9197222590446472,0.6230147480964661,1.0160677433013916
69,0.6607839465141296,0.9120333790779114,0.6394538879394531,0.9750432372093201
70,0.6591429710388184,0.9175642132759094,0.638896644115448,0.978947103023529
71,0.6585856676101685,0.9142791628837585,0.6210643649101257,1.0370006561279297
72,0.6619604825973511,0.9088137745857239,0.6416829228401184,1.004962682723999
73,0.6628893613815308,0.9099782705307007,0.6285873651504517,1.01344633102417
74,0.6624558568000793,0.9132073521614075,0.6274728178977966,1.0318303108215332
75,0.664901852607727,0.9027504920959473,0.6489272713661194,0.9807543158531189
76,0.6629202961921692,0.9041366577148438,0.6447478532791138,0.9739041924476624
77,0.6632299423217773,0.9077811241149902,0.6441906094551086,0.9998162388801575
78,0.6672859191894531,0.9056426286697388,0.6503204107284546,0.9817009568214417
79,0.6643754839897156,0.9036020636558533,0.5823349356651306,1.1700809001922607
80,0.6650257110595703,0.8983823657035828,0.6408470273017883,1.0030086040496826
81,0.6636943221092224,0.9007208943367004,0.6291446089744568,1.0284284353256226
82,0.6688339710235596,0.8978254199028015,0.6427974104881287,1.0055644512176514
83,0.6703510880470276,0.8945726156234741,0.646140992641449,1.0069588422775269
84,0.6661712527275085,0.8938263058662415,0.637782096862793,1.0119109153747559
85,0.6672859191894531,0.8993282914161682,0.6191139817237854,1.0476346015930176
86,0.667843222618103,0.898154079914093,0.6411256790161133,1.0026352405548096
87,0.6701343655586243,0.8883844614028931,0.6439119577407837,0.9920675158500671
88,0.6745619177818298,0.8824154734611511,0.6475341320037842,0.97407466173172
89,0.6886804103851318,0.8431722521781921,0.6603510975837708,0.9470125436782837
90,0.6939439177513123,0.8325822949409485,0.6586793065071106,0.9477253556251526
91,0.6936033368110657,0.8301341533660889,0.6631373763084412,0.9445567727088928
92,0.698371410369873,0.8242895007133484,0.6547784805297852,0.9548584222793579
93,0.6974425911903381,0.8185088038444519,0.661465585231781,0.943217933177948
94,0.6979689002037048,0.8157390356063843,0.6662023067474365,0.9396063089370728
95,0.6991454362869263,0.8128789663314819,0.6575647592544556,0.9455147385597229
96,0.6994240880012512,0.8130374550819397,0.65338534116745,0.9530297517776489
97,0.6980927586555481,0.813399612903595,0.6592365503311157,0.945932924747467
98,0.7008483409881592,0.8077747821807861,0.6603510975837708,0.9460895657539368
99,0.6996098756790161,0.8097640872001648,0.6592365503311157,0.9454891681671143
100,0.6980618238449097,0.811550498008728,0.6603510975837708,0.9440137147903442
101,0.7047185301780701,0.8048309087753296,0.661465585231781,0.9457523226737976
102,0.6977831721305847,0.8078906536102295,0.6642518639564514,0.9427785277366638
103,0.7039445042610168,0.8003578782081604,0.6578434109687805,0.9525284767150879
104,0.7026751041412354,0.7997731566429138,0.6564502716064453,0.9453466534614563
105,0.7017462253570557,0.8037328720092773,0.6550571322441101,0.9427709579467773
106,0.7034181952476501,0.8012705445289612,0.661465585231781,0.9453989863395691
107,0.7030776143074036,0.798937976360321,0.6597937941551208,0.9450370669364929
108,0.7046566605567932,0.7925459146499634,0.6600724458694458,0.9456733465194702
109,0.70453280210495,0.7979065775871277,0.6586793065071106,0.946305513381958
110,0.7064524292945862,0.7965788245201111,0.6589578986167908,0.9467815160751343
111,0.7117778062820435,0.7918410897254944,0.6595152020454407,0.9468722939491272
112,0.7080314755439758,0.7926235198974609,0.6575647592544556,0.9456422924995422
113,0.7049662470817566,0.7951741218566895,0.6586793065071106,0.9465546011924744
114,0.7050901055335999,0.7935333251953125,0.6603510975837708,0.9457366466522217
115,0.708712637424469,0.788649320602417,0.6606296896934509,0.9473009705543518
116,0.7086197137832642,0.7910344004631042,0.6609083414077759,0.9472768306732178
117,0.7047804594039917,0.7982373833656311,0.6609083414077759,0.9463181495666504
118,0.7092080116271973,0.7901613116264343,0.6592365503311157,0.9468618035316467
119,0.707659900188446,0.7966068983078003,0.6578434109687805,0.9474785923957825
120,0.7069787383079529,0.7907593250274658,0.6592365503311157,0.9453501105308533
121,0.7079695463180542,0.79041588306427,0.6581220626831055,0.9453330039978027
122,0.7083410620689392,0.7916717529296875,0.6581220626831055,0.9471394419670105
123,0.708991289138794,0.7933377027511597,0.6592365503311157,0.9460055828094482
124,0.7033252716064453,0.792858898639679,0.6589578986167908,0.9465630650520325
125,0.7075979709625244,0.7927525639533997,0.6592365503311157,0.9454814195632935
126,0.71202552318573,0.7885360717773438,0.6575647592544556,0.9469316005706787
127,0.7041302919387817,0.7921409606933594,0.6600724458694458,0.9450856447219849
128,0.7080314755439758,0.7875785231590271,0.6609083414077759,0.9457055926322937
129,0.7051210403442383,0.7946654558181763,0.6592365503311157,0.9463183879852295
130,0.7069787383079529,0.7899397611618042,0.6600724458694458,0.9464094638824463
131,0.708991289138794,0.7922426462173462,0.6592365503311157,0.9463242888450623
132,0.70462566614151,0.792378842830658,0.6606296896934509,0.9461902976036072
133,0.7069478034973145,0.7915742993354797,0.6597937941551208,0.9465388059616089
134,0.7039135694503784,0.7950760126113892,0.6592365503311157,0.9463486671447754
135,0.7048423886299133,0.7963878512382507,0.6581220626831055,0.9464331865310669
136,0.7076908946037292,0.7904977202415466,0.6603510975837708,0.9449329972267151
137,0.7106322646141052,0.788629412651062,0.661186933517456,0.9447015523910522
138,0.7104774117469788,0.7896891236305237,0.6600724458694458,0.9452379941940308
139,0.706142783164978,0.7920793890953064,0.6589578986167908,0.9455195069313049
140,0.7104774117469788,0.7854581475257874,0.6595152020454407,0.9465453028678894
141,0.7037587761878967,0.7934377789497375,0.6597937941551208,0.9456869959831238
142,0.7045018076896667,0.7963924407958984,0.6575647592544556,0.9468259811401367
143,0.7049353122711182,0.7930304408073425,0.6595152020454407,0.9462241530418396
144,0.708991289138794,0.792705237865448,0.6578434109687805,0.9470329880714417
