epoch,accuracy,loss,val_accuracy,val_loss
0,0.3222180902957916,1.7873481512069702,0.37614935636520386,1.7289146184921265
1,0.43067681789398193,1.5148073434829712,0.4789634943008423,1.4035189151763916
2,0.48015356063842773,1.3863166570663452,0.4725550413131714,1.407310128211975
3,0.504830002784729,1.3160392045974731,0.4430203437805176,1.5244461297988892
4,0.5266270637512207,1.2709673643112183,0.523544192314148,1.3053176403045654
5,0.5358536243438721,1.2391382455825806,0.53886878490448,1.220706820487976
6,0.5478048324584961,1.2130002975463867,0.5391473770141602,1.2389613389968872
7,0.5552046298980713,1.1883766651153564,0.554193377494812,1.1830224990844727
8,0.5643693208694458,1.167695164680481,0.5324602723121643,1.2812891006469727
9,0.5688587427139282,1.1527316570281982,0.5658957958221436,1.1452916860580444
10,0.571026086807251,1.1448850631713867,0.5781554579734802,1.1175510883331299
11,0.5813982486724854,1.1220779418945312,0.5775982141494751,1.1402530670166016
12,0.5860734581947327,1.1095143556594849,0.5720256567001343,1.1508679389953613
13,0.5894482731819153,1.099638819694519,0.5904151797294617,1.091112494468689
14,0.5905628800392151,1.0898481607437134,0.584006667137146,1.1371166706085205
15,0.5929469466209412,1.0862765312194824,0.5759264230728149,1.1583197116851807
16,0.5992940664291382,1.0784577131271362,0.585121214389801,1.1268724203109741
17,0.5989844799041748,1.0716469287872314,0.5895792841911316,1.129822850227356
18,0.6016781330108643,1.0612047910690308,0.5756478309631348,1.1205576658248901
19,0.6057650446891785,1.0561577081680298,0.6026748418807983,1.0698837041854858
20,0.6101616024971008,1.0452109575271606,0.6040679812431335,1.051045298576355
21,0.6110594868659973,1.043474793434143,0.6135413646697998,1.048816204071045
22,0.614929735660553,1.0346344709396362,0.6074115633964539,1.0633338689804077
23,0.616818368434906,1.0286414623260498,0.5812203884124756,1.1234257221221924
24,0.616168200969696,1.0269376039505005,0.6121482253074646,1.0348200798034668
25,0.6196358799934387,1.0187627077102661,0.623293399810791,1.0355814695358276
26,0.6218341588973999,1.0169583559036255,0.6157703995704651,1.0310879945755005
27,0.6214935779571533,1.0160040855407715,0.6085260510444641,1.0712512731552124
28,0.6257044076919556,1.0086556673049927,0.6166062951087952,1.020414113998413
29,0.6231345534324646,1.0091391801834106,0.6166062951087952,1.0285515785217285
30,0.6264784336090088,1.0053369998931885,0.6062970161437988,1.051522970199585
31,0.6241562962532043,1.0026607513427734,0.6124268770217896,1.036043643951416
32,0.6306272745132446,0.9931235909461975,0.5984954237937927,1.0886296033859253
33,0.632361114025116,0.9930518269538879,0.6185566782951355,1.044482946395874
34,0.6328874826431274,0.9883716106414795,0.6124268770217896,1.0483980178833008
35,0.6297603845596313,0.989549994468689,0.61604905128479,1.0533443689346313
36,0.6303486227989197,0.9855836629867554,0.6269155740737915,1.0055065155029297
37,0.6360455751419067,0.9819915294647217,0.6291446089744568,1.000808596611023
38,0.6354882717132568,0.9757249355316162,0.6330454349517822,1.0119054317474365
39,0.6382747888565063,0.974573016166687,0.6216216087341309,1.022616982460022
40,0.636540949344635,0.9755479693412781,0.6263583302497864,1.0200833082199097
41,0.6406898498535156,0.9686360359191895,0.6216216087341309,1.0220845937728882
42,0.6419283151626587,0.9668606519699097,0.5959877371788025,1.0974864959716797
43,0.637965202331543,0.9666839838027954,0.6213430166244507,1.0482978820800781
44,0.6405969262123108,0.9615243077278137,0.6238506436347961,1.0492645502090454
45,0.6419592499732971,0.9564928412437439,0.6285873651504517,0.9980122447013855
46,0.639575183391571,0.9609370231628418,0.6313736438751221,0.9973213076591492
47,0.6422688961029053,0.9545896053314209,0.6419615745544434,0.981799840927124
48,0.6453340649604797,0.9537707567214966,0.6380607485771179,0.9894108176231384
49,0.647253692150116,0.950350821018219,0.6182780861854553,1.0472182035446167
50,0.6465725302696228,0.9475535154342651,0.6327667832374573,1.008795142173767
51,0.6432596445083618,0.9495612978935242,0.6252437829971313,1.031017541885376
52,0.6458604335784912,0.9479811191558838,0.630537748336792,1.0272961854934692
53,0.6489256024360657,0.9419283270835876,0.6230147480964661,1.0325435400009155
54,0.6495139002799988,0.9416451454162598,0.6118695735931396,1.0616999864578247
55,0.6526719927787781,0.9384903311729431,0.6333240270614624,0.988057017326355
56,0.6504737138748169,0.9348278045654297,0.6441906094551086,0.9770141839981079
57,0.653229296207428,0.9374499917030334,0.6230147480964661,1.0318228006362915
58,0.6531054377555847,0.9373841881752014,0.6394538879394531,0.9807725548744202
59,0.6549322009086609,0.9325031042098999,0.6439119577407837,0.9923133254051208
60,0.6567898988723755,0.924974799156189,0.6283087134361267,1.0150513648986816
